source_type,s1_edge_preservation,preserved_subroutes,max_cluster_size,nn_pairs_preserved,backbone_preserved,s2_dist,elite_reconstruction
Random,0.5000,5,7,0.2727,0.4857,841.3751,0
Random,0.5556,10,5,0.3636,0.5714,822.5776,0
Random,0.6111,9,7,0.3182,0.6286,797.8718,1
Random,0.5000,5,6,0.2273,0.4857,932.7375,0
Random,0.5000,4,6,0.2727,0.5143,856.1344,0
Random,0.5556,7,7,0.3182,0.5429,821.8258,0
Random,0.5000,8,5,0.4091,0.5143,861.7242,0
Random,0.5000,5,7,0.1818,0.5143,851.4918,0
Random,0.5278,6,6,0.1818,0.5143,797.8718,1
Random,0.5833,8,8,0.3182,0.5714,812.2031,0
Random,0.5278,7,8,0.2273,0.5143,873.5493,0
Random,0.6111,9,7,0.4091,0.6286,853.7163,0
Random,0.5556,6,8,0.3182,0.5429,797.8718,1
Random,0.5833,9,8,0.3636,0.6000,827.3525,0
Random,0.5833,7,7,0.3182,0.5714,857.5178,0
Random,0.6111,10,8,0.4545,0.6000,797.8718,1
Random,0.5000,9,6,0.3636,0.5143,850.6631,0
Random,0.6389,12,7,0.4091,0.6286,852.0955,0
Random,0.5278,5,8,0.3182,0.5143,831.1705,0
Random,0.5556,7,7,0.2727,0.5429,828.8785,0
Random,0.5556,7,7,0.2273,0.5429,840.9773,0
Random,0.5278,8,8,0.4545,0.5143,803.3936,1
Random,0.6389,8,7,0.4091,0.6571,873.5962,0
Random,0.5278,8,7,0.4091,0.5429,835.0500,0
Random,0.5000,4,8,0.3182,0.5143,801.8739,1
Random,0.5278,7,7,0.3182,0.5143,811.3003,0
Random,0.5000,4,7,0.2273,0.4857,885.4657,0
Random,0.5833,7,7,0.3182,0.5714,938.1483,0
Random,0.6111,6,8,0.2273,0.6000,837.5905,0
Random,0.5278,5,7,0.2727,0.5143,833.7368,0
Random,0.5000,8,6,0.3636,0.5143,840.1075,0
Random,0.6111,8,7,0.4091,0.6000,797.4513,1
Random,0.5278,7,7,0.4091,0.5143,801.8739,1
Random,0.6111,6,8,0.3182,0.6000,817.8002,0
Random,0.5000,6,5,0.1818,0.4857,933.9899,0
Random,0.5000,8,7,0.2273,0.4857,812.7828,0
Random,0.5278,3,7,0.3636,0.5143,971.1071,0
Random,0.5556,8,7,0.3182,0.5429,873.6642,0
Random,0.5556,8,9,0.2727,0.5429,817.8002,0
Random,0.5000,6,7,0.2727,0.5143,816.7236,0
Random,0.5556,9,7,0.2727,0.5429,869.1233,0
Random,0.5278,7,5,0.3636,0.5429,938.3858,0
Random,0.5000,9,7,0.2727,0.4857,803.3936,1
Random,0.6111,7,8,0.2273,0.6000,866.0219,0
Random,0.5556,6,8,0.2727,0.5714,797.8718,1
Random,0.5278,8,8,0.2727,0.5143,932.8955,0
Random,0.5556,6,8,0.2273,0.5429,858.0029,0
Random,0.5278,6,7,0.2727,0.5429,810.5735,0
Random,0.5278,7,6,0.1818,0.5429,816.2453,0
Random,0.5000,6,8,0.3636,0.4857,877.6680,0
Random,0.5000,5,5,0.2727,0.4857,864.6260,0
Random,0.5278,9,8,0.3636,0.5143,875.8679,0
Random,0.5000,5,6,0.3182,0.5143,849.7029,0
Random,0.5000,6,6,0.3182,0.4857,887.8276,0
Random,0.6667,12,8,0.3182,0.6571,853.7146,0
Random,0.5278,9,6,0.4091,0.5429,882.9100,0
Random,0.5833,8,7,0.2727,0.6000,971.9107,0
Random,0.5556,9,9,0.3182,0.5429,862.5376,0
Random,0.5000,4,7,0.1364,0.4857,810.5735,0
Random,0.5278,8,8,0.3636,0.5429,812.7828,0
Random,0.5556,7,6,0.4091,0.5714,797.8718,1
Random,0.5000,7,7,0.2727,0.4857,934.5681,0
Random,0.5000,5,9,0.2727,0.4857,929.4700,0
Random,0.5000,3,6,0.2727,0.4857,808.0811,1
Random,0.5556,6,8,0.3636,0.5429,863.4443,0
Random,0.5000,7,8,0.3636,0.4857,810.5735,0
Random,0.6111,8,8,0.3636,0.6000,855.9821,0
Random,0.5000,7,8,0.2273,0.5143,871.0797,0
Random,0.5833,7,8,0.2727,0.5714,904.8381,0
Random,0.5833,9,8,0.4091,0.6000,829.1403,0
Random,0.6389,12,8,0.4545,0.6286,822.8629,0
Random,0.5000,6,6,0.3182,0.4857,855.2296,0
Random,0.6389,11,9,0.3636,0.6286,819.5792,0
Random,0.5833,7,5,0.3636,0.6000,801.8739,1
Random,0.5833,8,9,0.4091,0.5714,823.6550,0
Random,0.5278,4,7,0.2273,0.5143,919.4553,0
Random,0.5556,8,6,0.3182,0.5714,874.1292,0
Random,0.6389,8,9,0.3182,0.6286,846.8109,0
Random,0.5000,7,7,0.2273,0.5143,836.4349,0
Random,0.6944,10,8,0.3636,0.6857,835.8916,0
Random,0.6667,9,8,0.3182,0.6571,798.9434,1
Random,0.6667,10,9,0.3182,0.6571,797.8718,1
Random,0.5278,6,8,0.4091,0.5143,817.9923,0
Random,0.6111,8,8,0.3182,0.6000,803.3111,1
Random,0.5556,4,7,0.2727,0.5429,875.7516,0
Random,0.5278,7,8,0.2727,0.5429,874.9262,0
Random,0.5000,7,7,0.2727,0.4857,867.6115,0
Random,0.6111,5,7,0.2727,0.6286,877.6088,0
Random,0.5556,9,9,0.2727,0.5429,883.7147,0
Random,0.5000,6,7,0.2273,0.5143,945.2372,0
Random,0.5000,6,7,0.2273,0.4857,834.3310,0
Random,0.6111,10,7,0.3636,0.6000,883.9863,0
Random,0.5556,8,8,0.2273,0.5714,865.5281,0
Random,0.5556,8,6,0.3182,0.5714,829.2225,0
Random,0.5278,8,5,0.5455,0.5429,852.3033,0
Random,0.5278,9,7,0.4091,0.5429,860.4513,0
Random,0.5000,7,6,0.2727,0.4857,810.5735,0
Random,0.5556,7,8,0.2727,0.5429,810.5735,0
Random,0.5556,6,8,0.2273,0.5429,843.7668,0
Random,0.6111,10,8,0.3182,0.6000,916.8066,0
Random,0.5833,12,9,0.3636,0.5714,817.8002,0
Random,0.5556,6,7,0.4091,0.5429,837.8966,0
Random,0.5556,8,7,0.4545,0.5429,858.5345,0
Random,0.5278,6,7,0.4545,0.5143,959.1822,0
Random,0.5000,5,8,0.3636,0.5143,830.9854,0
Random,0.5278,8,7,0.1818,0.5429,798.9434,1
Random,0.6111,9,7,0.4545,0.6286,821.3432,0
Random,0.5278,6,7,0.3182,0.5429,851.1324,0
Random,0.5278,8,7,0.3182,0.5143,849.1770,0
Random,0.5000,8,7,0.3182,0.4857,810.5735,0
Random,0.5000,5,7,0.4091,0.5143,846.5749,0
Random,0.5278,6,7,0.3636,0.5143,909.3568,0
Random,0.6111,8,7,0.2727,0.6000,797.4513,1
Random,0.5556,6,7,0.2727,0.5714,882.3221,0
Random,0.5278,5,8,0.4091,0.5429,852.0178,0
Random,0.5556,7,6,0.3636,0.5429,848.8636,0
Random,0.5556,8,9,0.3636,0.5429,812.2031,0
Random,0.6111,10,7,0.3182,0.6286,859.6280,0
Random,0.5556,8,7,0.3636,0.5714,892.2809,0
Random,0.5000,5,6,0.3636,0.4857,937.4279,0
Random,0.6111,10,7,0.3182,0.6286,864.8071,0
Random,0.5278,7,7,0.4091,0.5143,805.5019,1
Random,0.5000,4,7,0.2273,0.4857,811.3003,0
Random,0.5833,6,7,0.2273,0.5714,820.7058,0
Random,0.5833,6,9,0.3182,0.6000,903.1620,0
Random,0.6667,12,7,0.4091,0.6857,797.4513,1
Random,0.6111,7,8,0.1364,0.6000,797.4513,1
Random,0.5556,5,4,0.4545,0.5714,810.5735,0
Random,0.6111,10,9,0.3636,0.6000,866.3935,0
Random,0.5000,7,8,0.2273,0.4857,844.3899,0
Random,0.6389,10,9,0.3636,0.6286,841.0370,0
Random,0.5000,9,8,0.4545,0.4857,829.4114,0
Random,0.5278,6,8,0.2273,0.5429,821.1781,0
Random,0.5556,7,8,0.3636,0.5714,899.3922,0
Random,0.6111,8,7,0.2727,0.6286,958.4640,0
Random,0.5000,4,7,0.1818,0.5143,945.6620,0
Random,0.5000,8,7,0.4091,0.5143,797.8718,1
Random,0.5833,8,7,0.3182,0.5714,894.6281,0
Random,0.5556,8,7,0.4091,0.5714,844.3676,0
Random,0.5556,7,7,0.2727,0.5429,871.7115,0
Random,0.6111,9,7,0.5455,0.6286,862.8050,0
Random,0.6944,10,9,0.4545,0.6857,803.3111,1
Random,0.7778,13,7,0.4545,0.7714,797.4513,1
Random,0.5278,4,6,0.3182,0.5143,836.4973,0
Random,0.5000,3,7,0.2727,0.4857,837.0609,0
Random,0.6111,8,7,0.4091,0.6286,836.0613,0
Random,0.5556,10,7,0.4091,0.5429,853.7895,0
Random,0.5278,7,7,0.2273,0.5429,817.8437,0
Random,0.5000,6,7,0.2727,0.4857,904.1636,0
Random,0.5833,8,6,0.3636,0.6000,797.4513,1
Random,0.5833,6,7,0.2273,0.5714,857.4290,0
Random,0.5278,6,7,0.2727,0.5429,908.2234,0
Random,0.5000,7,6,0.3182,0.4857,802.6007,1
Random,0.6111,10,9,0.2727,0.6286,842.3169,0
Random,0.6111,7,7,0.4091,0.6000,826.6984,0
Random,0.5833,10,8,0.5000,0.5714,825.3403,0
Random,0.5556,10,7,0.3182,0.5429,797.8718,1
Random,0.5000,4,6,0.3182,0.5143,811.3003,0
Random,0.5556,6,7,0.3182,0.5429,821.7963,0
Random,0.6111,6,7,0.4545,0.6000,840.7669,0
Random,0.5000,8,7,0.2727,0.4857,816.2453,0
Random,0.5556,5,5,0.4545,0.5714,860.0649,0
Random,0.5833,7,7,0.4091,0.6000,861.9580,0
Random,0.6389,11,7,0.4091,0.6571,850.3286,0
Random,0.5000,5,6,0.3182,0.5143,869.3358,0
Random,0.5833,10,9,0.3636,0.5714,873.3243,0
Random,0.5278,8,7,0.3182,0.5143,885.8382,0
Random,0.5000,6,7,0.3182,0.5143,810.5735,0
Random,0.5000,8,8,0.2727,0.5143,885.2553,0
Random,0.5000,5,7,0.2273,0.4857,873.5621,0
Random,0.5000,8,6,0.3182,0.5143,825.4816,0
Random,0.5000,4,7,0.4091,0.5143,804.1204,1
Random,0.5000,7,7,0.4091,0.4857,853.9176,0
Random,0.5556,7,7,0.3182,0.5429,937.7284,0
Random,0.5000,5,8,0.2273,0.4857,871.3935,0
Random,0.5000,6,7,0.1364,0.4857,884.4966,0
Random,0.5556,7,8,0.2273,0.5429,834.1197,0
Random,0.6389,10,8,0.3636,0.6286,857.8702,0
Random,0.6389,8,7,0.3636,0.6286,839.7344,0
Random,0.5278,6,7,0.3182,0.5143,877.0414,0
Random,0.5278,8,8,0.2273,0.5429,873.8933,0
Random,0.6944,10,7,0.4545,0.6857,906.8361,0
Random,0.5278,6,9,0.4091,0.5143,829.1403,0
Random,0.5000,5,6,0.2273,0.5143,858.3818,0
Random,0.5278,7,6,0.2727,0.5143,853.3692,0
Random,0.6667,10,8,0.4545,0.6857,797.4513,1
Random,0.5278,8,8,0.2727,0.5143,801.8739,1
Random,0.5278,6,7,0.3182,0.5143,844.4184,0
Random,0.5000,8,6,0.2727,0.4857,808.0811,1
Random,0.6667,9,7,0.3636,0.6571,820.9992,0
Random,0.5000,6,8,0.4545,0.4857,843.9115,0
Random,0.5833,7,7,0.2727,0.5714,820.5115,0
Random,0.5556,5,7,0.3636,0.5429,865.4402,0
Random,0.5278,5,7,0.3182,0.5143,890.5928,0
Random,0.5556,8,7,0.4091,0.5429,826.3874,0
Random,0.5000,10,8,0.3636,0.5143,857.3080,0
Random,0.6389,10,7,0.2727,0.6286,827.3525,0
Random,0.5000,8,6,0.5000,0.5143,838.4405,0
Random,0.5556,9,6,0.2727,0.5429,854.0818,0
Random,0.5000,5,7,0.4091,0.5143,810.5735,0
Random,0.5000,6,8,0.3182,0.4857,844.1620,0
Random,0.5000,5,8,0.3636,0.5143,821.7963,0
Random,0.7778,15,9,0.3182,0.7714,839.6673,0
Random,0.5000,5,7,0.2273,0.4857,810.5735,0
Random,0.5833,7,7,0.3636,0.6000,797.8718,1
Random,0.5000,5,7,0.1818,0.4857,801.8739,1
Random,0.5278,9,7,0.3636,0.5429,828.7001,0
Random,0.5000,6,7,0.3182,0.5143,841.1716,0
Random,0.6667,9,6,0.4545,0.6571,886.9075,0
Random,0.6944,12,7,0.3182,0.6857,827.3525,0
Random,0.6389,12,8,0.4091,0.6286,826.3874,0
Random,0.6111,9,9,0.2273,0.6000,843.6119,0
Random,0.6111,7,8,0.3182,0.6000,797.8718,1
Random,0.5833,8,6,0.5000,0.5714,811.3003,0
Random,0.5556,6,8,0.3182,0.5429,807.8428,1
Random,0.6944,10,8,0.4091,0.7143,835.5512,0
Random,0.5278,4,8,0.3636,0.5429,798.9434,1
Random,0.6111,11,8,0.4091,0.6286,848.4150,0
Random,0.5833,7,7,0.3636,0.6000,883.3818,0
Random,0.5278,7,8,0.2727,0.5143,836.1311,0
Random,0.5278,5,7,0.2273,0.5143,894.1787,0
Random,0.5000,8,7,0.2727,0.5143,812.4862,0
Random,0.5556,9,7,0.4091,0.5714,805.3972,1
Random,0.5000,5,6,0.2727,0.5143,901.1743,0
Random,0.6944,14,9,0.4091,0.6857,811.3003,0
Random,0.5556,10,9,0.3182,0.5429,857.7017,0
Random,0.5556,7,8,0.2727,0.5429,860.9487,0
Random,0.5278,7,6,0.2727,0.5429,832.9219,0
Random,0.5278,4,8,0.4091,0.5143,867.1365,0
Random,0.5556,10,7,0.3636,0.5714,844.9315,0
Random,0.5000,5,8,0.2273,0.4857,943.1045,0
Random,0.5556,5,7,0.3182,0.5714,972.9100,0
Random,0.6111,10,9,0.4545,0.6000,911.4713,0
Random,0.5000,4,6,0.3182,0.4857,798.9434,1
Random,0.5000,5,7,0.3182,0.5143,875.0738,0
Random,0.5000,3,6,0.2727,0.4857,825.7611,0
Random,0.5000,5,6,0.2727,0.5143,821.7963,0
Random,0.5000,8,7,0.3636,0.5143,842.3363,0
Random,0.6111,8,8,0.3182,0.6000,821.7963,0
Random,0.5000,6,8,0.2727,0.4857,803.3936,1
Random,0.5556,9,8,0.2727,0.5429,836.0613,0
Random,0.5556,9,8,0.3636,0.5429,827.3525,0
Random,0.5000,5,8,0.2727,0.5143,916.6728,0
Random,0.5000,3,7,0.2727,0.4857,837.1793,0
Random,0.5278,6,9,0.2727,0.5429,902.9765,0
Random,0.5000,7,6,0.2727,0.5143,878.4409,0
Random,0.5000,8,8,0.2727,0.5143,974.1160,0
Random,0.5278,6,7,0.5909,0.5429,887.6758,0
Random,0.5556,9,7,0.3182,0.5429,1001.6968,0
Random,0.5000,8,6,0.3636,0.5143,857.9648,0
Random,0.5278,3,7,0.1818,0.5143,992.4217,0
Random,0.5278,7,8,0.2273,0.5143,821.4898,0
Random,0.5278,7,8,0.3636,0.5429,860.0229,0
Random,0.5000,5,6,0.3182,0.5143,836.9208,0
Random,0.5000,6,7,0.2727,0.4857,902.0063,0
Random,0.6389,9,8,0.3636,0.6286,832.6547,0
Random,0.5278,7,8,0.3182,0.5429,849.3667,0
Random,0.5833,7,9,0.2727,0.6000,797.8718,1
Random,0.5556,8,5,0.3182,0.5429,797.8718,1
Random,0.5000,8,7,0.2273,0.4857,866.1608,0
Random,0.5000,4,7,0.3182,0.4857,816.6770,0
Random,0.5000,4,8,0.4091,0.4857,846.4431,0
Random,0.5278,6,6,0.3636,0.5429,848.9610,0
Random,0.5000,4,6,0.4091,0.4857,874.3367,0
Random,0.5278,7,6,0.2727,0.5143,812.9033,0
Random,0.5278,7,6,0.3182,0.5429,797.8718,1
Random,0.5556,9,7,0.3636,0.5429,797.4513,1
Random,0.5278,7,7,0.4091,0.5429,875.7564,0
Random,0.5278,7,8,0.2727,0.5429,889.3342,0
Random,0.5000,6,8,0.3182,0.5143,801.8739,1
Random,0.5278,5,8,0.2727,0.5429,866.2515,0
Random,0.6389,8,9,0.4091,0.6571,797.4513,1
Random,0.5833,11,8,0.3636,0.5714,939.4874,0
Random,0.5556,5,7,0.3636,0.5714,867.9254,0
Random,0.6111,8,5,0.4545,0.6286,798.9434,1
Random,0.5278,6,7,0.2273,0.5429,874.0186,0
Random,0.5278,8,6,0.3182,0.5429,821.9971,0
Random,0.5278,4,6,0.3182,0.5143,822.7005,0
Random,0.5000,6,6,0.3182,0.4857,803.3111,1
Random,0.5000,8,8,0.2273,0.4857,828.4438,0
Random,0.5556,6,5,0.4091,0.5714,839.3605,0
Random,0.5556,6,8,0.5455,0.5429,832.4570,0
Random,0.5000,7,9,0.2273,0.4857,857.7017,0
Random,0.5000,8,6,0.2727,0.4857,851.4055,0
Random,0.6389,10,9,0.3636,0.6286,857.7017,0
Random,0.5278,6,7,0.3636,0.5143,883.1785,0
Random,0.5278,10,9,0.3182,0.5143,883.0923,0
Random,0.5556,9,7,0.3182,0.5429,881.0570,0
Random,0.5278,6,7,0.2273,0.5143,810.5735,0
Random,0.5556,7,7,0.2727,0.5429,827.3525,0
Random,0.5278,6,5,0.2727,0.5143,857.0170,0
Random,0.5000,5,6,0.1818,0.5143,889.7864,0
Random,0.7222,10,7,0.4091,0.7143,853.6062,0
Random,0.5000,5,8,0.2727,0.4857,851.1324,0
Random,0.5278,5,9,0.2727,0.5429,933.1420,0
Random,0.6389,7,7,0.3182,0.6286,822.9282,0
Random,0.5000,6,7,0.3636,0.5143,822.9282,0
Random,0.5000,5,8,0.2727,0.4857,851.4086,0
Random,0.5278,7,9,0.3182,0.5143,857.4290,0
Random,0.6944,10,8,0.4091,0.6857,797.4513,1
Random,0.6111,8,8,0.3182,0.6286,892.2262,0
Random,0.6111,4,8,0.2727,0.6000,810.5735,0
Random,0.5000,6,7,0.3636,0.4857,857.5111,0
Random,0.5833,8,7,0.3636,0.6000,852.8743,0
Random,0.5000,6,6,0.3182,0.4857,805.8710,1
Random,0.5000,6,6,0.2727,0.4857,960.5714,0
Random,0.5000,5,7,0.2727,0.5143,820.1478,0
Random,0.5000,5,6,0.3636,0.4857,797.8718,1
Random,0.5556,7,9,0.3182,0.5429,884.4037,0
Random,0.5556,7,7,0.2727,0.5714,885.9226,0
Random,0.6111,10,6,0.3182,0.6000,841.2103,0
Random,0.6111,7,7,0.3636,0.6000,797.4513,1
Random,0.5278,7,7,0.2727,0.5429,871.2385,0
Random,0.5278,8,8,0.2273,0.5429,825.8955,0
Random,0.5556,8,8,0.4091,0.5429,876.4579,0
Random,0.5000,7,5,0.3636,0.5143,818.6157,0
Random,0.5000,4,9,0.3182,0.4857,845.7831,0
Random,0.5000,5,7,0.2727,0.4857,816.6770,0
Random,0.6111,11,8,0.2727,0.6000,797.8718,1
Random,0.5000,5,7,0.4091,0.4857,798.9434,1
Random,0.5278,6,7,0.3636,0.5429,801.8739,1
Random,0.5278,7,7,0.3182,0.5143,963.6612,0
Random,0.5278,6,7,0.2727,0.5429,868.8680,0
Random,0.5000,4,5,0.3182,0.5143,865.6737,0
Random,0.5000,6,7,0.3182,0.4857,856.2274,0
Random,0.7222,11,7,0.4091,0.7143,867.2528,0
Random,0.6111,9,7,0.3636,0.6000,819.5007,0
Random,0.5000,5,8,0.3182,0.4857,803.3111,1
Random,0.5556,6,8,0.2727,0.5429,867.6153,0
Random,0.6111,4,8,0.3636,0.6286,872.3836,0
Random,0.5000,5,7,0.1818,0.4857,810.6053,0
Random,0.5833,8,8,0.4091,0.6000,837.0861,0
Random,0.5556,9,6,0.3636,0.5429,854.7596,0
Random,0.5556,8,7,0.3636,0.5714,838.7305,0
Random,0.5833,8,7,0.3182,0.6000,837.0200,0
Random,0.6389,6,7,0.3182,0.6286,816.2453,0
Random,0.6667,11,8,0.3636,0.6571,901.3397,0
Random,0.5000,4,6,0.4091,0.5143,810.5735,0
Random,0.5278,3,7,0.2273,0.5143,810.6053,0
Random,0.5556,7,7,0.4091,0.5429,880.6873,0
Random,0.5556,9,6,0.4091,0.5429,821.4624,0
Random,0.5000,9,8,0.3182,0.4857,845.3381,0
Random,0.5278,6,7,0.3182,0.5143,818.4128,0
Random,0.5000,4,6,0.4545,0.5143,826.0486,0
Random,0.6389,7,8,0.3182,0.6286,876.9231,0
Random,0.5556,7,7,0.3636,0.5429,833.0576,0
Random,0.5000,7,7,0.3182,0.5143,860.5496,0
Evolution_L3,0.7222,15,9,0.5000,0.7143,877.8308,0
Evolution_L3,0.7222,14,9,0.4091,0.7143,858.5581,0
Evolution_L3,0.7778,14,9,0.4545,0.7714,863.9562,0
Evolution_L3,0.7778,15,9,0.4545,0.7714,849.3667,0
Evolution_L3,0.7222,14,9,0.5000,0.7143,866.3536,0
Evolution_L3,0.7500,15,9,0.4545,0.7429,865.3456,0
Evolution_L3,0.7778,15,9,0.4545,0.7714,797.4513,1
Evolution_L3,0.7500,13,5,0.4545,0.7714,839.2274,0
Evolution_L3,0.6944,13,9,0.5000,0.6857,801.8739,1
Evolution_L3,0.7222,14,6,0.5000,0.7429,854.7596,0
Evolution_L3,0.6389,11,6,0.4545,0.6571,870.2914,0
Evolution_L3,0.6667,12,6,0.5000,0.6857,832.6336,0
Evolution_L3,0.6111,13,6,0.4545,0.6286,797.4513,1
Evolution_L3,0.6667,12,9,0.4091,0.6571,797.4513,1
Evolution_L3,0.6667,13,7,0.5455,0.6857,811.3205,0
Evolution_L3,0.7500,14,9,0.4545,0.7429,879.7623,0
Evolution_L3,0.6389,12,6,0.5000,0.6571,903.5819,0
Evolution_L3,0.7222,13,6,0.5455,0.7429,867.0924,0
Evolution_L3,0.7500,13,5,0.5909,0.7714,855.9666,0
Evolution_L3,0.6389,13,7,0.4545,0.6571,966.2628,0
Evolution_L3,0.7778,15,9,0.5000,0.7714,865.3456,0
Evolution_L3,0.7222,14,9,0.4091,0.7143,858.5581,0
Evolution_L3,0.7222,14,9,0.4545,0.7143,886.9789,0
Evolution_L3,0.7778,15,9,0.4545,0.7714,924.8435,0
Evolution_L3,0.6944,14,6,0.5909,0.7143,825.4944,0
Evolution_L3,0.5833,8,6,0.4545,0.6000,936.6200,0
Evolution_L3,0.7500,12,5,0.4545,0.7714,801.8739,1
Evolution_L3,0.6667,12,6,0.5455,0.6857,846.8109,0
Evolution_L3,0.6389,12,6,0.5455,0.6571,797.8718,1
Evolution_L3,0.7778,15,9,0.4545,0.7714,924.8435,0
Evolution_L3,0.6667,11,6,0.5000,0.6857,837.2387,0
Evolution_L3,0.7500,15,9,0.5455,0.7429,836.0613,0
Evolution_L3,0.7500,15,9,0.4545,0.7429,803.3111,1
Evolution_L3,0.7778,14,7,0.4545,0.8000,797.4513,1
Evolution_L3,0.7222,14,9,0.5000,0.7143,866.3536,0
Evolution_L3,0.7222,15,9,0.5000,0.7143,870.9046,0
Evolution_L3,0.6111,12,8,0.5909,0.6286,797.4513,1
Evolution_L3,0.7222,14,6,0.5000,0.7429,854.7596,0
Evolution_L3,0.6944,14,6,0.5000,0.7143,874.6297,0
Evolution_L3,0.7500,14,9,0.5000,0.7429,797.8718,1
Evolution_L3,0.7778,15,9,0.4545,0.7714,924.8435,0
Evolution_L3,0.7778,15,9,0.4545,0.7714,924.8435,0
Evolution_L3,0.6944,14,7,0.4545,0.7143,860.5989,0
Evolution_L3,0.7778,15,9,0.4545,0.7714,849.3667,0
Evolution_L3,0.6111,11,6,0.4545,0.6286,829.9318,0
Evolution_L3,0.6667,10,5,0.5000,0.6857,821.1781,0
Evolution_L3,0.6944,13,7,0.5000,0.7143,851.1324,0
Evolution_L3,0.7778,15,9,0.5000,0.7714,888.1244,0
Evolution_L3,0.6944,10,7,0.5455,0.7143,950.1400,0
Evolution_L3,0.6944,14,6,0.5000,0.7143,853.7609,0
Evolution_L3,0.7500,14,9,0.4545,0.7429,817.9923,0
Evolution_L3,0.6667,13,6,0.5000,0.6857,846.8109,0
Evolution_L3,0.7500,15,9,0.4545,0.7429,803.3111,1
Evolution_L3,0.7500,14,9,0.4545,0.7429,851.1324,0
Evolution_L3,0.7222,14,9,0.5000,0.7143,866.3536,0
Evolution_L3,0.7500,12,6,0.5000,0.7714,797.4513,1
Evolution_L3,0.6667,12,9,0.4091,0.6571,902.0379,0
Evolution_L3,0.7778,15,9,0.5000,0.7714,865.3456,0
Evolution_L3,0.6667,13,9,0.3636,0.6571,906.1982,0
Evolution_L3,0.6667,13,6,0.5455,0.6857,850.3772,0
Evolution_L3,0.6111,10,7,0.5000,0.6286,871.7292,0
Evolution_L3,0.6944,15,9,0.4545,0.6857,843.4875,0
Evolution_L3,0.6667,12,6,0.5455,0.6857,860.0162,0
Evolution_L3,0.7778,13,7,0.5909,0.8000,838.8069,0
Evolution_L3,0.7778,13,7,0.5455,0.8000,834.9123,0
Evolution_L3,0.6944,14,9,0.4091,0.6857,839.5224,0
Evolution_L3,0.6389,11,7,0.5000,0.6571,892.6027,0
Evolution_L3,0.7222,14,9,0.4545,0.7143,886.9789,0
Evolution_L3,0.7778,15,9,0.5000,0.7714,852.4591,0
Evolution_L3,0.6389,12,7,0.5455,0.6571,797.4513,1
Evolution_L3,0.7500,15,9,0.5000,0.7429,894.1241,0
Evolution_L3,0.6389,11,6,0.4545,0.6571,853.6280,0
Evolution_L3,0.6389,12,6,0.5000,0.6571,797.4513,1
Evolution_L3,0.7778,14,9,0.4545,0.7714,880.7505,0
Evolution_L3,0.6389,11,7,0.5000,0.6571,892.6027,0
Evolution_L3,0.6389,11,6,0.5000,0.6571,835.0500,0
Evolution_L3,0.7778,14,5,0.5000,0.8000,801.8739,1
Evolution_L3,0.5833,9,6,0.4545,0.6000,827.5683,0
Evolution_L3,0.6111,11,5,0.5455,0.6286,827.5683,0
Evolution_L3,0.7500,14,9,0.4545,0.7429,819.5792,0
Evolution_L3,0.6667,11,5,0.4545,0.6857,820.2431,0
Evolution_L3,0.7222,12,6,0.5000,0.7429,797.4513,1
Evolution_L3,0.6111,11,5,0.5000,0.6286,863.2532,0
Evolution_L3,0.7222,14,9,0.4091,0.7143,830.7646,0
Evolution_L3,0.6944,13,6,0.5455,0.7143,863.0381,0
Evolution_L3,0.7778,16,8,0.5455,0.8000,827.3525,0
Evolution_L3,0.7500,14,9,0.5000,0.7429,797.8718,1
Evolution_L3,0.7222,13,9,0.4091,0.7143,859.6646,0
Evolution_L3,0.6111,11,5,0.5000,0.6286,863.2532,0
Evolution_L3,0.7500,13,9,0.5455,0.7429,899.2239,0
Evolution_L3,0.7222,14,6,0.5455,0.7429,797.4513,1
Evolution_L3,0.7222,14,9,0.4545,0.7143,886.9789,0
Evolution_L3,0.7778,14,9,0.5455,0.7714,841.6429,0
Evolution_L3,0.6389,12,6,0.5455,0.6571,867.0924,0
Evolution_L3,0.7778,15,9,0.4545,0.7714,924.8435,0
Evolution_L3,0.5833,10,5,0.4545,0.6000,873.3195,0
Evolution_L3,0.7778,14,7,0.5455,0.8000,797.4513,1
Evolution_L3,0.7222,12,7,0.5909,0.7429,927.1781,0
Evolution_L3,0.7500,15,9,0.4545,0.7429,865.3456,0
Evolution_L3,0.7500,14,8,0.5000,0.7714,876.1102,0
Evolution_L3,0.7778,15,9,0.4545,0.8000,858.3778,0
Evolution_L3,0.7778,14,7,0.5455,0.8000,797.8718,1
Evolution_L3,0.6667,13,9,0.4545,0.6571,848.8689,0
Evolution_L3,0.6667,14,6,0.5000,0.6857,825.8377,0
Evolution_L3,0.6389,12,7,0.5000,0.6571,841.5447,0
Evolution_L3,0.7222,13,9,0.4545,0.7143,890.3871,0
Evolution_L3,0.6111,11,5,0.5000,0.6286,863.2532,0
Evolution_L3,0.6111,10,6,0.5000,0.6286,797.8718,1
Evolution_L3,0.6389,12,7,0.5455,0.6571,797.4513,1
Evolution_L3,0.6944,14,6,0.5909,0.7143,825.4944,0
Evolution_L3,0.5833,10,5,0.4091,0.6000,810.5735,0
Evolution_L3,0.7778,14,9,0.5000,0.7714,819.6692,0
Evolution_L3,0.7778,16,8,0.5455,0.8000,827.3525,0
