solver,basin_hash,distance,edges,triplets
Random,16294022047925469765,848.1715,1-28|23-28|10-23|10-19|9-19|9-12|5-12|5-29|15-29|1-15|1-25|25-30|16-30|11-16|11-26|6-26|6-21|1-21|1-13|2-13|2-22|22-32|14-32|8-14|8-27|1-27|1-7|7-24|4-24|3-4|3-18|18-20|1-20|1-17|17-31|1-31,1-28-23|10-23-28|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-15|1-15-29|1-25-30|16-30-25|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-13-2|13-2-22|2-22-32|14-32-22|8-14-32|14-8-27|1-27-8|1-7-24|4-24-7|3-4-24|4-3-18|3-18-20|1-20-18|1-17-31|1-31-17
Random,3359978006110359594,845.7791,1-25|25-28|28-30|11-30|11-26|6-26|6-21|1-21|1-16|16-23|10-23|10-19|9-19|9-12|5-12|5-29|15-29|1-15|1-27|14-27|14-18|18-20|20-32|22-32|17-22|1-17|1-31|2-31|2-8|3-8|3-4|4-24|7-24|1-7|1-13|1-13,1-25-28|25-28-30|11-30-28|26-11-30|6-26-11|21-6-26|1-21-6|1-16-23|10-23-16|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-15|1-15-29|1-27-14|18-14-27|14-18-20|18-20-32|20-32-22|17-22-32|1-17-22|1-31-2|8-2-31|2-8-3|4-3-8|3-4-24|4-24-7|1-7-24|1-13-1
Random,3585958712743979975,840.2019,1-17|8-17|7-8|7-15|15-25|25-28|1-28|1-29|5-29|5-12|9-12|9-19|19-24|3-24|3-4|4-27|1-27|1-14|14-18|18-20|20-32|22-32|2-22|1-2|1-30|23-30|10-23|10-16|11-16|11-26|6-26|6-21|1-21|1-13|13-31|1-31,1-17-8|7-8-17|8-7-15|7-15-25|15-25-28|1-28-25|1-29-5|12-5-29|5-12-9|12-9-19|9-19-24|3-24-19|4-3-24|3-4-27|1-27-4|1-14-18|14-18-20|18-20-32|20-32-22|2-22-32|1-2-22|1-30-23|10-23-30|16-10-23|10-16-11|16-11-26|6-26-11|21-6-26|1-21-6|1-13-31|1-31-13
Random,2868724174853822375,836.8092,1-7|7-24|24-29|5-29|5-12|9-12|9-19|10-19|10-23|15-23|1-15|1-31|17-31|8-17|8-22|2-22|2-13|1-13|1-27|14-27|14-32|20-32|18-20|3-18|3-4|1-4|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-25|1-25,1-7-24|7-24-29|5-29-24|12-5-29|5-12-9|12-9-19|9-19-10|19-10-23|10-23-15|1-15-23|1-31-17|8-17-31|17-8-22|2-22-8|13-2-22|1-13-2|1-27-14|27-14-32|14-32-20|18-20-32|3-18-20|4-3-18|1-4-3|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-25-1
Random,6242476974908297015,911.4391,1-15|15-19|9-19|9-12|5-12|5-29|7-29|7-27|27-31|1-31|1-25|23-25|10-23|10-16|16-30|28-30|1-28|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-21|6-21|6-26|11-26|11-24|4-24|3-4|3-8|1-8|1-13|13-17|1-17,1-15-19|9-19-15|12-9-19|5-12-9|12-5-29|5-29-7|27-7-29|7-27-31|1-31-27|1-25-23|10-23-25|16-10-23|10-16-30|16-30-28|1-28-30|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-21-6|21-6-26|6-26-11|24-11-26|4-24-11|3-4-24|4-3-8|1-8-3|1-13-17|1-17-13
Random,1295124851804017129,877.8066,1-4|3-4|3-24|5-24|5-12|9-12|9-19|15-19|1-15|1-25|25-28|11-28|11-26|6-26|6-21|1-21|1-31|27-31|7-27|7-29|10-29|10-23|16-23|16-30|1-30|1-8|8-14|14-18|18-20|20-32|22-32|1-22|1-17|2-17|2-13|1-13,1-4-3|4-3-24|3-24-5|12-5-24|5-12-9|12-9-19|9-19-15|1-15-19|1-25-28|11-28-25|26-11-28|6-26-11|21-6-26|1-21-6|1-31-27|7-27-31|27-7-29|7-29-10|23-10-29|10-23-16|23-16-30|1-30-16|1-8-14|8-14-18|14-18-20|18-20-32|20-32-22|1-22-32|1-17-2|13-2-17|1-13-2
Random,3797823317099449297,1006.0519,1-14|14-22|22-32|18-32|4-18|4-24|24-29|12-29|12-19|1-19|1-25|7-25|3-7|3-20|2-20|1-2|1-13|13-17|17-27|27-28|6-28|6-26|21-26|1-21|1-15|15-30|11-30|11-16|16-23|10-23|9-10|5-9|5-8|1-8|1-31|1-31,1-14-22|14-22-32|18-32-22|4-18-32|18-4-24|4-24-29|12-29-24|19-12-29|1-19-12|1-25-7|3-7-25|7-3-20|2-20-3|1-2-20|1-13-17|13-17-27|17-27-28|6-28-27|26-6-28|6-26-21|1-21-26|1-15-30|11-30-15|16-11-30|11-16-23|10-23-16|9-10-23|5-9-10|8-5-9|1-8-5|1-31-1
Random,16311720558844462601,857.3671,1-30|23-30|10-23|10-16|11-16|11-26|6-26|6-21|1-21|1-2|2-22|22-32|20-32|18-20|18-27|1-27|1-25|15-25|4-15|3-4|3-14|8-14|8-31|1-31|1-7|7-24|24-29|5-29|5-12|9-12|9-19|19-28|1-28|1-13|13-17|1-17,1-30-23|10-23-30|16-10-23|10-16-11|16-11-26|6-26-11|21-6-26|1-21-6|1-2-22|2-22-32|20-32-22|18-20-32|20-18-27|1-27-18|1-25-15|4-15-25|3-4-15|4-3-14|3-14-8|14-8-31|1-31-8|1-7-24|7-24-29|5-29-24|12-5-29|5-12-9|12-9-19|9-19-28|1-28-19|1-13-17|1-17-13
Random,3079407496130021681,840.4062,1-27|8-27|8-14|14-18|18-20|20-32|22-32|1-22|1-7|7-24|4-24|3-4|2-3|2-13|1-13|1-25|25-28|28-30|11-30|11-26|6-26|6-21|1-21|1-16|16-23|10-23|10-19|9-19|9-12|5-12|5-29|15-29|1-15|1-31|17-31|1-17,1-27-8|14-8-27|8-14-18|14-18-20|18-20-32|20-32-22|1-22-32|1-7-24|4-24-7|3-4-24|2-3-4|3-2-13|1-13-2|1-25-28|25-28-30|11-30-28|26-11-30|6-26-11|21-6-26|1-21-6|1-16-23|10-23-16|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-15|1-15-29|1-31-17|1-17-31
Random,9130791780762319455,890.4310,1-17|17-22|22-32|20-32|18-20|14-18|14-27|1-27|1-25|15-25|5-15|5-12|10-12|10-16|16-30|1-30|1-6|6-26|11-26|11-23|19-23|9-19|9-29|24-29|3-24|3-4|1-4|1-13|2-13|2-8|7-8|7-28|21-28|1-21|1-31|1-31,1-17-22|17-22-32|20-32-22|18-20-32|14-18-20|18-14-27|1-27-14|1-25-15|5-15-25|12-5-15|5-12-10|12-10-16|10-16-30|1-30-16|1-6-26|6-26-11|23-11-26|11-23-19|9-19-23|19-9-29|9-29-24|3-24-29|4-3-24|1-4-3|1-13-2|8-2-13|2-8-7|8-7-28|7-28-21|1-21-28|1-31-1
Random,11992216630313609943,869.4622,1-23|10-23|10-24|3-24|3-4|4-7|7-17|17-31|1-31|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-22|22-32|20-32|18-20|14-18|8-14|8-27|1-27|1-15|15-29|5-29|5-12|9-12|9-19|19-25|1-25|1-2|2-13|1-13,1-23-10|23-10-24|3-24-10|4-3-24|3-4-7|4-7-17|7-17-31|1-31-17|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-22-32|20-32-22|18-20-32|14-18-20|8-14-18|14-8-27|1-27-8|1-15-29|5-29-15|12-5-29|5-12-9|12-9-19|9-19-25|1-25-19|1-2-13|1-13-2
Random,6307814058645704904,810.5735,1-15|15-29|12-29|5-12|5-24|3-24|3-4|4-7|1-7|1-31|13-31|2-13|2-17|17-27|25-27|1-25|1-21|6-21|6-26|11-26|11-30|16-30|16-23|10-23|9-10|9-19|1-19|1-8|8-14|14-18|18-20|20-32|22-32|1-22|1-28|1-28,1-15-29|12-29-15|5-12-29|12-5-24|3-24-5|4-3-24|3-4-7|1-7-4|1-31-13|2-13-31|13-2-17|2-17-27|17-27-25|1-25-27|1-21-6|21-6-26|6-26-11|26-11-30|11-30-16|23-16-30|10-23-16|9-10-23|10-9-19|1-19-9|1-8-14|8-14-18|14-18-20|18-20-32|20-32-22|1-22-32|1-28-1
Random,14176163105047301994,856.4563,1-29|24-29|3-24|3-4|4-7|7-17|17-31|1-31|1-22|22-32|20-32|18-20|14-18|8-14|8-27|1-27|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-25|23-25|10-23|10-12|5-12|5-9|9-19|15-19|1-15|1-13|2-13|1-2,1-29-24|3-24-29|4-3-24|3-4-7|4-7-17|7-17-31|1-31-17|1-22-32|20-32-22|18-20-32|14-18-20|8-14-18|14-8-27|1-27-8|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-25-23|10-23-25|12-10-23|5-12-10|9-5-12|5-9-19|9-19-15|1-15-19|1-13-2|1-2-13
Random,259177599915831347,892.7388,1-15|4-15|3-4|3-18|18-20|20-32|22-32|1-22|1-31|27-31|27-29|9-29|9-19|16-19|11-16|11-26|6-26|1-6|1-7|7-24|5-24|5-12|10-12|10-23|23-30|21-30|1-21|1-17|8-17|8-14|2-14|2-13|1-13|1-25|25-28|1-28,1-15-4|3-4-15|4-3-18|3-18-20|18-20-32|20-32-22|1-22-32|1-31-27|29-27-31|9-29-27|19-9-29|9-19-16|11-16-19|16-11-26|6-26-11|1-6-26|1-7-24|5-24-7|12-5-24|5-12-10|12-10-23|10-23-30|21-30-23|1-21-30|1-17-8|14-8-17|2-14-8|13-2-14|1-13-2|1-25-28|1-28-25
Random,6307814058645704904,810.5735,1-7|4-7|3-4|3-24|5-24|5-12|12-29|15-29|1-15|1-21|6-21|6-26|11-26|11-30|16-30|16-23|10-23|9-10|9-19|1-19|1-31|13-31|2-13|2-17|17-27|25-27|1-25|1-8|8-14|14-18|18-20|20-32|22-32|1-22|1-28|1-28,1-7-4|3-4-7|4-3-24|3-24-5|12-5-24|5-12-29|12-29-15|1-15-29|1-21-6|21-6-26|6-26-11|26-11-30|11-30-16|23-16-30|10-23-16|9-10-23|10-9-19|1-19-9|1-31-13|2-13-31|13-2-17|2-17-27|17-27-25|1-25-27|1-8-14|8-14-18|14-18-20|18-20-32|20-32-22|1-22-32|1-28-1
Random,10264966111433119558,810.6053,1-15|15-19|9-19|9-12|5-12|5-29|24-29|3-24|3-4|1-4|1-7|7-18|18-20|20-32|22-32|14-22|14-27|1-27|1-13|2-13|2-8|8-17|17-31|1-31|1-26|11-26|11-16|10-16|10-23|23-30|6-30|6-21|1-21|1-28|25-28|1-25,1-15-19|9-19-15|12-9-19|5-12-9|12-5-29|5-29-24|3-24-29|4-3-24|1-4-3|1-7-18|7-18-20|18-20-32|20-32-22|14-22-32|22-14-27|1-27-14|1-13-2|8-2-13|2-8-17|8-17-31|1-31-17|1-26-11|16-11-26|10-16-11|16-10-23|10-23-30|6-30-23|21-6-30|1-21-6|1-28-25|1-25-28
Random,571758398216659801,829.4114,1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-21|6-21|6-26|11-26|11-16|16-30|25-30|1-25|1-28|23-28|10-23|10-12|5-12|5-29|9-29|9-19|15-19|1-15|1-31|17-31|8-17|3-8|3-4|4-24|7-24|7-27|1-27|1-13|1-13,1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-21-6|21-6-26|6-26-11|16-11-26|11-16-30|16-30-25|1-25-30|1-28-23|10-23-28|12-10-23|5-12-10|12-5-29|5-29-9|19-9-29|9-19-15|1-15-19|1-31-17|8-17-31|3-8-17|4-3-8|3-4-24|4-24-7|24-7-27|1-27-7|1-13-1
Random,2938046403885714176,870.0851,1-31|27-31|27-29|5-29|5-12|9-12|9-10|10-23|23-30|21-30|1-21|1-6|6-26|11-26|11-16|16-19|19-24|3-24|3-4|1-4|1-17|17-22|22-32|20-32|18-20|14-18|1-14|1-25|15-25|7-15|7-8|2-8|2-13|1-13|1-28|1-28,1-31-27|29-27-31|5-29-27|12-5-29|5-12-9|10-9-12|9-10-23|10-23-30|21-30-23|1-21-30|1-6-26|6-26-11|16-11-26|11-16-19|16-19-24|3-24-19|4-3-24|1-4-3|1-17-22|17-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-25-15|7-15-25|8-7-15|2-8-7|8-2-13|1-13-2|1-28-1
Random,6307814058645704904,810.5735,1-8|8-14|14-18|18-20|20-32|22-32|1-22|1-7|4-7|3-4|3-24|5-24|5-12|12-29|15-29|1-15|1-21|6-21|6-26|11-26|11-30|16-30|16-23|10-23|9-10|9-19|1-19|1-25|25-27|17-27|2-17|2-13|13-31|1-31|1-28|1-28,1-8-14|8-14-18|14-18-20|18-20-32|20-32-22|1-22-32|1-7-4|3-4-7|4-3-24|3-24-5|12-5-24|5-12-29|12-29-15|1-15-29|1-21-6|21-6-26|6-26-11|26-11-30|11-30-16|23-16-30|10-23-16|9-10-23|10-9-19|1-19-9|1-25-27|17-27-25|2-17-27|13-2-17|2-13-31|1-31-13|1-28-1
Random,12600317856918183362,867.4833,1-27|8-27|8-14|14-18|18-20|20-32|22-32|1-22|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-7|4-7|3-4|3-24|5-24|5-12|12-29|15-29|1-15|1-25|23-25|10-23|9-10|9-19|17-19|17-31|1-31|1-2|2-13|1-13,1-27-8|14-8-27|8-14-18|14-18-20|18-20-32|20-32-22|1-22-32|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-7-4|3-4-7|4-3-24|3-24-5|12-5-24|5-12-29|12-29-15|1-15-29|1-25-23|10-23-25|9-10-23|10-9-19|9-19-17|19-17-31|1-31-17|1-2-13|1-13-2
Random,12337359330419476803,905.4589,1-7|4-7|4-24|24-29|9-29|9-19|10-19|10-23|15-23|15-25|1-25|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-17|8-17|8-14|14-32|22-32|2-22|1-2|1-12|5-12|3-5|3-18|18-20|20-27|1-27|1-13|13-31|1-31,1-7-4|7-4-24|4-24-29|9-29-24|19-9-29|9-19-10|19-10-23|10-23-15|23-15-25|1-25-15|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-17-8|14-8-17|8-14-32|14-32-22|2-22-32|1-2-22|1-12-5|3-5-12|5-3-18|3-18-20|18-20-27|1-27-20|1-13-31|1-31-13
Random,13831963201634620636,1019.3835,1-28|6-28|6-11|11-16|15-16|2-15|2-13|1-13|1-7|7-24|24-29|5-29|5-12|9-12|9-19|10-19|10-23|1-23|1-21|21-26|26-30|25-30|14-25|14-22|22-31|1-31|1-4|3-4|3-18|18-20|20-32|8-32|8-27|1-27|1-17|1-17,1-28-6|11-6-28|6-11-16|11-16-15|2-15-16|13-2-15|1-13-2|1-7-24|7-24-29|5-29-24|12-5-29|5-12-9|12-9-19|9-19-10|19-10-23|1-23-10|1-21-26|21-26-30|25-30-26|14-25-30|22-14-25|14-22-31|1-31-22|1-4-3|4-3-18|3-18-20|18-20-32|8-32-20|27-8-32|1-27-8|1-17-1
Random,16051177034211942196,974.6265,1-29|9-29|9-10|10-23|16-23|16-30|28-30|1-28|1-13|8-13|8-14|14-24|5-24|5-12|12-19|15-19|1-15|1-31|18-31|18-20|20-32|22-32|2-22|1-2|1-7|3-7|3-4|4-11|11-26|6-26|6-21|1-21|1-25|25-27|17-27|1-17,1-29-9|10-9-29|9-10-23|10-23-16|23-16-30|16-30-28|1-28-30|1-13-8|13-8-14|8-14-24|5-24-14|12-5-24|5-12-19|12-19-15|1-15-19|1-31-18|20-18-31|18-20-32|20-32-22|2-22-32|1-2-22|1-7-3|4-3-7|3-4-11|4-11-26|6-26-11|21-6-26|1-21-6|1-25-27|17-27-25|1-17-27
Random,3368039531127885138,929.0687,1-27|7-27|7-18|18-20|2-20|2-13|1-13|1-21|6-21|6-26|11-26|11-16|16-19|9-19|9-29|15-29|1-15|1-25|8-25|8-14|14-32|22-32|17-22|1-17|1-4|3-4|3-24|5-24|5-12|10-12|10-23|23-30|1-30|1-28|28-31|1-31,1-27-7|18-7-27|7-18-20|2-20-18|13-2-20|1-13-2|1-21-6|21-6-26|6-26-11|16-11-26|11-16-19|9-19-16|19-9-29|9-29-15|1-15-29|1-25-8|14-8-25|8-14-32|14-32-22|17-22-32|1-17-22|1-4-3|4-3-24|3-24-5|12-5-24|5-12-10|12-10-23|10-23-30|1-30-23|1-28-31|1-31-28
Random,1543681769428459786,840.8036,1-30|10-30|10-12|5-12|5-24|3-24|3-4|4-7|7-27|1-27|1-15|15-29|9-29|9-19|19-23|16-23|11-16|11-26|6-26|6-21|1-21|1-31|8-31|8-14|2-14|2-13|1-13|1-18|18-20|20-32|22-32|17-22|1-17|1-28|25-28|1-25,1-30-10|12-10-30|5-12-10|12-5-24|3-24-5|4-3-24|3-4-7|4-7-27|1-27-7|1-15-29|9-29-15|19-9-29|9-19-23|16-23-19|11-16-23|16-11-26|6-26-11|21-6-26|1-21-6|1-31-8|14-8-31|2-14-8|13-2-14|1-13-2|1-18-20|18-20-32|20-32-22|17-22-32|1-17-22|1-28-25|1-25-28
Random,2362194408984126241,805.5019,1-15|15-29|12-29|5-12|5-24|3-24|3-4|4-7|7-27|1-27|1-13|2-13|2-8|8-25|25-28|1-28|1-21|6-21|6-26|11-26|11-30|16-30|16-23|10-23|9-10|9-19|1-19|1-14|14-18|18-20|20-32|22-32|17-22|1-17|1-31|1-31,1-15-29|12-29-15|5-12-29|12-5-24|3-24-5|4-3-24|3-4-7|4-7-27|1-27-7|1-13-2|8-2-13|2-8-25|8-25-28|1-28-25|1-21-6|21-6-26|6-26-11|26-11-30|11-30-16|23-16-30|10-23-16|9-10-23|10-9-19|1-19-9|1-14-18|14-18-20|18-20-32|20-32-22|17-22-32|1-17-22|1-31-1
Random,1873503990090591684,834.7095,1-27|8-27|8-14|14-18|18-20|20-32|22-32|1-22|1-25|15-25|15-17|2-17|2-13|13-31|1-31|1-29|5-29|5-12|9-12|9-10|10-23|16-23|16-30|1-30|1-21|6-21|6-26|11-26|11-19|19-24|3-24|3-4|4-7|1-7|1-28|1-28,1-27-8|14-8-27|8-14-18|14-18-20|18-20-32|20-32-22|1-22-32|1-25-15|17-15-25|2-17-15|13-2-17|2-13-31|1-31-13|1-29-5|12-5-29|5-12-9|10-9-12|9-10-23|10-23-16|23-16-30|1-30-16|1-21-6|21-6-26|6-26-11|19-11-26|11-19-24|3-24-19|4-3-24|3-4-7|1-7-4|1-28-1
Random,18341478295060268150,838.6262,1-6|6-26|11-26|11-16|16-19|9-19|9-29|7-29|1-7|1-22|22-32|20-32|18-20|14-18|8-14|8-27|1-27|1-21|21-30|23-30|10-23|10-12|5-12|5-24|3-24|3-4|1-4|1-31|13-31|2-13|2-17|15-17|15-25|1-25|1-28|1-28,1-6-26|6-26-11|16-11-26|11-16-19|9-19-16|19-9-29|7-29-9|1-7-29|1-22-32|20-32-22|18-20-32|14-18-20|8-14-18|14-8-27|1-27-8|1-21-30|21-30-23|10-23-30|12-10-23|5-12-10|12-5-24|3-24-5|4-3-24|1-4-3|1-31-13|2-13-31|13-2-17|2-17-15|17-15-25|1-25-15|1-28-1
Random,7700150839658786370,867.7913,1-27|7-27|4-7|3-4|3-24|5-24|5-12|9-12|9-19|15-19|1-15|1-14|14-18|18-20|20-32|22-32|2-22|1-2|1-21|6-21|6-26|11-26|11-16|16-30|28-30|1-28|1-25|23-25|10-23|10-29|8-29|8-17|1-17|1-31|13-31|1-13,1-27-7|4-7-27|3-4-7|4-3-24|3-24-5|12-5-24|5-12-9|12-9-19|9-19-15|1-15-19|1-14-18|14-18-20|18-20-32|20-32-22|2-22-32|1-2-22|1-21-6|21-6-26|6-26-11|16-11-26|11-16-30|16-30-28|1-28-30|1-25-23|10-23-25|23-10-29|8-29-10|17-8-29|1-17-8|1-31-13|1-13-31
Random,6646234360609859629,902.6962,1-7|7-24|4-24|3-4|2-3|2-13|1-13|1-8|8-14|14-18|18-20|20-32|22-32|22-27|1-27|1-6|6-26|11-26|11-16|16-23|10-23|10-29|15-29|1-15|1-28|25-28|5-25|5-12|9-12|9-19|19-30|21-30|1-21|1-31|17-31|1-17,1-7-24|4-24-7|3-4-24|2-3-4|3-2-13|1-13-2|1-8-14|8-14-18|14-18-20|18-20-32|20-32-22|27-22-32|1-27-22|1-6-26|6-26-11|16-11-26|11-16-23|10-23-16|23-10-29|10-29-15|1-15-29|1-28-25|5-25-28|12-5-25|5-12-9|12-9-19|9-19-30|19-30-21|1-21-30|1-31-17|1-17-31
Random,15168872374936398918,848.9430,1-4|3-4|3-18|18-20|20-32|22-32|1-22|1-13|2-13|2-14|8-14|8-17|1-17|1-26|11-26|11-16|10-16|10-23|23-30|6-30|6-21|1-21|1-31|27-31|7-27|7-24|24-29|5-29|5-12|9-12|9-19|15-19|1-15|1-28|25-28|1-25,1-4-3|4-3-18|3-18-20|18-20-32|20-32-22|1-22-32|1-13-2|13-2-14|2-14-8|14-8-17|1-17-8|1-26-11|16-11-26|10-16-11|16-10-23|10-23-30|6-30-23|21-6-30|1-21-6|1-31-27|7-27-31|24-7-27|7-24-29|5-29-24|12-5-29|5-12-9|12-9-19|9-19-15|1-15-19|1-28-25|1-25-28
Random,16935716445722032618,940.7430,1-25|15-25|15-29|24-29|3-24|3-4|4-7|1-7|1-31|17-31|17-20|20-32|2-32|1-2|1-5|5-12|9-12|9-19|10-19|10-23|16-23|16-30|1-30|1-13|13-22|18-22|14-18|8-14|8-27|1-27|1-28|11-28|11-26|6-26|6-21|1-21,1-25-15|25-15-29|15-29-24|3-24-29|4-3-24|3-4-7|1-7-4|1-31-17|20-17-31|17-20-32|2-32-20|1-2-32|1-5-12|5-12-9|12-9-19|9-19-10|19-10-23|10-23-16|23-16-30|1-30-16|1-13-22|13-22-18|14-18-22|8-14-18|14-8-27|1-27-8|1-28-11|26-11-28|6-26-11|21-6-26|1-21-6
Random,1450459646244707483,873.8805,1-13|2-13|2-8|7-8|7-25|21-25|1-21|1-17|17-22|22-32|20-32|18-20|14-18|14-27|1-27|1-6|6-26|11-26|11-16|16-23|10-23|10-29|15-29|1-15|1-28|28-30|19-30|9-19|9-12|5-12|5-24|3-24|3-4|1-4|1-31|1-31,1-13-2|8-2-13|2-8-7|8-7-25|7-25-21|1-21-25|1-17-22|17-22-32|20-32-22|18-20-32|14-18-20|18-14-27|1-27-14|1-6-26|6-26-11|16-11-26|11-16-23|10-23-16|23-10-29|10-29-15|1-15-29|1-28-30|19-30-28|9-19-30|12-9-19|5-12-9|12-5-24|3-24-5|4-3-24|1-4-3|1-31-1
Random,4711019678756631762,811.3003,1-15|15-19|9-19|9-10|10-23|16-23|11-16|11-26|6-26|6-21|1-21|1-7|4-7|3-4|3-24|24-29|5-29|5-12|12-30|1-30|1-22|22-32|20-32|18-20|14-18|8-14|1-8|1-25|25-27|17-27|2-17|2-13|13-31|1-31|1-28|1-28,1-15-19|9-19-15|10-9-19|9-10-23|10-23-16|11-16-23|16-11-26|6-26-11|21-6-26|1-21-6|1-7-4|3-4-7|4-3-24|3-24-29|5-29-24|12-5-29|5-12-30|1-30-12|1-22-32|20-32-22|18-20-32|14-18-20|8-14-18|1-8-14|1-25-27|17-27-25|2-17-27|13-2-17|2-13-31|1-31-13|1-28-1
Random,13085661835628829793,880.2628,1-31|27-31|22-27|22-32|3-32|3-4|4-24|7-24|7-15|1-15|1-29|5-29|5-12|9-12|9-19|10-19|10-23|16-23|16-30|1-30|1-2|2-20|18-20|14-18|8-14|1-8|1-21|6-21|6-26|11-26|11-28|25-28|1-25|1-13|13-17|1-17,1-31-27|22-27-31|27-22-32|3-32-22|4-3-32|3-4-24|4-24-7|15-7-24|1-15-7|1-29-5|12-5-29|5-12-9|12-9-19|9-19-10|19-10-23|10-23-16|23-16-30|1-30-16|1-2-20|2-20-18|14-18-20|8-14-18|1-8-14|1-21-6|21-6-26|6-26-11|26-11-28|11-28-25|1-25-28|1-13-17|1-17-13
Random,7830209671670243816,852.6131,1-15|15-23|10-23|10-19|9-19|9-12|5-12|5-29|24-29|24-31|1-31|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-7|4-7|3-4|3-18|18-20|14-20|14-27|1-27|1-13|2-13|2-22|22-32|8-32|8-17|1-17|1-25|1-25,1-15-23|10-23-15|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-24|29-24-31|1-31-24|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-7-4|3-4-7|4-3-18|3-18-20|14-20-18|20-14-27|1-27-14|1-13-2|13-2-22|2-22-32|8-32-22|17-8-32|1-17-8|1-25-1
Random,3189287228615270493,922.4128,1-17|17-32|20-32|18-20|3-18|3-4|4-27|1-27|1-31|8-31|8-14|14-22|2-22|2-13|1-13|1-15|15-29|5-29|5-12|9-12|9-11|11-26|21-26|1-21|1-28|6-28|6-30|16-30|16-23|10-23|10-19|19-24|7-24|1-7|1-25|1-25,1-17-32|17-32-20|18-20-32|3-18-20|4-3-18|3-4-27|1-27-4|1-31-8|14-8-31|8-14-22|2-22-14|13-2-22|1-13-2|1-15-29|5-29-15|12-5-29|5-12-9|11-9-12|9-11-26|11-26-21|1-21-26|1-28-6|28-6-30|6-30-16|23-16-30|10-23-16|19-10-23|10-19-24|7-24-19|1-7-24|1-25-1
Random,8710940883654295569,851.2653,1-15|15-19|9-19|5-9|5-12|10-12|10-23|23-25|1-25|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-17|8-17|3-8|3-4|4-24|24-29|7-29|7-27|1-27|1-31|13-31|1-13,1-15-19|9-19-15|5-9-19|9-5-12|5-12-10|12-10-23|10-23-25|1-25-23|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-17-8|3-8-17|4-3-8|3-4-24|4-24-29|7-29-24|27-7-29|1-27-7|1-31-13|1-13-31
Random,13921158308665907670,904.9532,1-27|22-27|22-32|20-32|18-20|4-18|4-30|6-30|6-21|1-21|1-17|8-17|8-14|2-14|2-13|1-13|1-7|3-7|3-24|24-29|5-29|5-12|9-12|9-19|15-19|1-15|1-26|11-26|11-16|10-16|10-23|23-28|1-28|1-31|25-31|1-25,1-27-22|27-22-32|20-32-22|18-20-32|4-18-20|18-4-30|4-30-6|21-6-30|1-21-6|1-17-8|14-8-17|2-14-8|13-2-14|1-13-2|1-7-3|7-3-24|3-24-29|5-29-24|12-5-29|5-12-9|12-9-19|9-19-15|1-15-19|1-26-11|16-11-26|10-16-11|16-10-23|10-23-28|1-28-23|1-31-25|1-25-31
Random,2726806133698964492,960.5708,1-13|2-13|2-14|8-14|8-17|17-27|21-27|1-21|1-25|15-25|5-15|5-12|12-19|19-30|11-30|6-11|6-28|1-28|1-7|7-29|9-29|9-10|10-23|16-23|16-26|1-26|1-24|4-24|3-4|3-18|18-20|20-32|22-32|1-22|1-31|1-31,1-13-2|13-2-14|2-14-8|14-8-17|8-17-27|17-27-21|1-21-27|1-25-15|5-15-25|12-5-15|5-12-19|12-19-30|11-30-19|6-11-30|11-6-28|1-28-6|1-7-29|7-29-9|10-9-29|9-10-23|10-23-16|23-16-26|1-26-16|1-24-4|3-4-24|4-3-18|3-18-20|18-20-32|20-32-22|1-22-32|1-31-1
